"CENSUS2K_Code","CENSUS2K_Occupation_Title","BLS_Code","BLS_Occupation_Title","OMBSOC_Code","OMBSOC_Occupation_Title","ONET_Code","ONET_Occupation_Title","CIP_Code","CIP_Occupation_Title","NSSBIC_Code","NSSBIC_Occupation_Title","DOECC_Code","DOECC_Occupation_Title"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0302","Japanese Language & Literature",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0303","Korean Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0304","Tibetan Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0399","East Asian Languages, Literatures, & Linguistics, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.04","Slavic Languages, Literatures, & Linguistics, General  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0401","Baltic Languages, Literatures, & Linguistics (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0402","Russian Language & Literature",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0404","Albanian Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0405","Bulgarian Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0406","Czech Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0407","Polish Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0408","Serbian, Croatian, & Serbo-Croatian Languages & Literatures  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0409","Slovak Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0410","Ukrainian Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0499","Slavic, Baltic, & Albanian Languages, Literatures, & Linguistics, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.05","Germanic Languages, Literatures, & Linguistics, General  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0501","German Language & Literature",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0502","Scandinavian Languages, Literatures, & Linguistics",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0503","Danish Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0504","Dutch/Flemish Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0505","Norwegian Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0506","Swedish Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0599","Germanic Languages, Literatures, & Linguistics, Other",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0601","Modern Greek Language & Literature",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.07","South Asian Languages, Literatures, & Linguistics, General  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0701","Hindi Language & Literature (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0702","Sanskrit & Classical Indian Languages, Literatures, & Linguistics (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0704","Bengali Language & Literature (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0705","Panjabi Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0706","Tamil Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0707","Urdu Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0799","South Asian Languages, Literatures, & Linguistics, Other  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0801","Iranian/Persian Languages, Literatures, & Linguistics  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.09","Romance Languages, Literatures, & Linguistics, General  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0901","French Language & Literature",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0902","Italian Language & Literature",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0904","Portuguese Language & Literature",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0905","Spanish Language & Literature",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0906","Romanian Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
220,"Postsecondary Teachers","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124","Foreign Language & Literature Teachers, Postsecondary","25-1124.00","Foreign Language & Literature Teachers, Postsecondary","16.0907","Catalan Language & Literature  (New)",4,"Education & Training",5,"Education & Training"
